prediction,ID,Gender,MaritalStatus,Education,CommuteDistance,PerformanceRating,PercentSalaryHike,MonthlyIncome,StockOptionLevel,CompanyProfit,Department,BusinessTravel,YearsWithCurrentManager,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,TrainingHoursLastYear,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,NumbersCompaniesWorked,WorkLifeBal,JobLevel
Yes,19195,Male,Married,Graduate,1,5,6,78308,2,-1,Sales,3,8,3,3,4,3,16,9,13,4,3,VP
Yes,19196,Male,Married,Graduate,3,5,8,49060,2,-1,Sales,2,3,1,3,2,4,20,3,9,2,4,Product Manager
Yes,19197,Male,Married,Post-Graduate,2,4,10,64793,2,0,Consultancy,2,2,0,5,1,4,12,5,8,2,3,Product Manager
Yes,19198,Male,Married,Graduate,2,3,7,94008,2,1,Development,3,6,0,2,3,2,19,3,14,3,5,VP
Yes,19199,Male,Married,Post-Graduate,4,4,6,88911,3,1,Sales,3,5,3,4,4,4,17,5,10,3,2,VP
Yes,19200,Female,Married,Post-Graduate,2,4,9,52473,2,1,Testing,2,5,1,1,1,1,16,3,9,4,3,Product Manager
Yes,19201,Male,Married,Graduate,1,4,6,82379,2,1,Training,3,4,2,4,4,2,13,6,10,3,4,Product Owner
Yes,19202,Male,Married,Doctorate,4,4,9,61149,2,-1,People Management,3,2,1,4,4,1,12,7,9,2,1,Product Manager
Yes,19203,Male,Single,Post-Graduate,4,3,11,61663,2,0,People Management,2,7,3,4,4,2,11,4,10,3,4,Product Manager
Yes,19204,Female,Divorced,Graduate,2,3,18,62164,2,1,Development,2,2,2,1,3,1,10,4,5,4,5,Senior Developer
Yes,19205,Male,Married,Graduate,1,3,9,80979,2,0,Sales,3,5,2,4,2,1,18,10,14,4,4,VP
Yes,19206,Male,Married,Graduate,4,3,8,77067,2,1,Public Relations,3,7,4,1,2,3,12,6,11,4,3,Product Owner
Yes,19207,Male,Single,Post-Graduate,3,5,6,77457,3,-2,People Management,3,7,0,3,5,4,8,5,8,1,4,Product Owner
Yes,19208,Male,Married,Graduate,4,5,16,45098,2,-1,People Management,3,1,2,2,4,4,19,5,8,1,3,Senior Developer
Yes,19209,Male,Married,Graduate,4,3,8,87498,2,-1,Sales,3,4,4,4,4,3,19,4,14,3,2,VP
Yes,19210,Female,Married,Post-Graduate,2,5,17,51248,2,1,Consultancy,2,2,0,3,4,4,12,3,5,3,4,Senior Developer
Yes,19211,Male,Married,Graduate,1,3,8,90331,2,1,Testing,3,7,5,2,1,1,13,5,11,3,1,Product Owner
Yes,19212,Female,Married,Post-Graduate,4,3,9,77868,3,0,Testing,3,9,0,5,1,1,16,7,13,3,5,VP
Yes,19213,Female,Married,Post-Graduate,4,4,15,49749,2,0,Public Relations,2,0,2,4,4,4,14,4,7,2,2,Senior Developer
Yes,19214,Female,Married,Graduate,3,3,7,90199,3,-2,Testing,3,4,4,2,3,3,18,8,12,4,3,VP
Yes,19215,Female,Divorced,Graduate,1,5,6,83123,3,0,People Management,3,6,6,3,3,1,17,9,11,4,1,VP
Yes,19216,Female,Married,Post-Graduate,3,3,15,51562,2,-1,Public Relations,3,3,2,4,3,1,11,4,7,4,1,Senior Developer
Yes,19217,Female,Married,Graduate,3,3,9,94783,2,-2,DevOps,3,9,3,1,5,4,17,11,14,3,3,VP
Yes,19218,Female,Single,Graduate,3,5,8,63080,2,0,Development,2,4,4,3,4,3,18,3,9,1,3,Product Manager
Yes,19219,Female,Married,Graduate,2,3,8,87321,2,-2,Testing,3,5,5,3,3,3,14,3,10,3,5,Product Owner
Yes,19220,Female,Married,Post-Graduate,1,3,6,81859,2,0,Public Relations,3,9,0,5,3,2,18,5,10,4,4,VP
Yes,19221,Male,Single,Graduate,4,3,9,90978,2,-1,Consultancy,3,5,1,4,4,2,15,4,10,3,4,VP
Yes,19222,Male,Married,Graduate,2,3,9,77338,2,1,Sales,3,5,5,4,2,2,19,7,11,3,2,Product Owner
Yes,19223,Female,Married,Graduate,2,3,7,93170,2,-2,HR,3,3,4,4,1,2,14,4,9,4,4,Product Owner
Yes,19224,Male,Divorced,Graduate,3,4,10,58254,2,-1,Sales,3,2,1,3,1,2,19,7,8,3,1,Product Manager
Yes,19225,Male,Married,Post-Graduate,1,3,9,54246,2,1,Development,2,3,4,4,1,4,14,5,9,4,4,Product Manager
Yes,19226,Female,Married,Graduate,1,4,9,75007,3,0,Consultancy,3,5,6,2,2,2,20,5,14,3,3,VP
Yes,19227,Female,Married,Graduate,1,3,8,86297,3,0,HR,3,7,4,4,4,2,19,8,14,4,4,VP
Yes,19228,Female,Married,Graduate,4,5,7,93465,3,-2,Development,3,7,2,2,5,4,17,4,10,4,3,VP
Yes,19229,Male,Married,Graduate,4,5,8,76056,2,-1,People Management,3,4,4,5,1,2,20,3,14,3,2,VP
Yes,19230,Male,Married,Post-Graduate,1,3,10,64942,2,1,Consultancy,3,7,1,4,1,1,20,6,8,2,2,Product Manager
Yes,19231,Female,Married,Post-Graduate,2,4,9,85145,3,-1,Training,3,5,0,5,2,2,17,3,13,4,3,VP
Yes,19232,Female,Married,Graduate,4,3,8,88370,3,-1,Product Management,3,6,5,4,1,2,15,7,14,3,2,VP
Yes,19233,Male,Married,Post-Graduate,3,4,7,85972,3,-2,Public Relations,3,9,5,5,2,2,15,9,11,3,1,VP
Yes,19234,Male,Divorced,Graduate,1,3,13,57689,2,0,Product Management,2,3,0,3,1,1,15,5,8,2,2,Senior Developer
Yes,19235,Male,Divorced,Post-Graduate,4,5,6,88948,2,-1,Product Management,3,5,1,5,3,1,19,11,12,3,1,VP
Yes,19236,Male,Single,Graduate,4,3,6,94947,2,-2,People Management,3,6,5,4,3,1,16,3,10,2,2,Product Owner
Yes,19237,Male,Single,Post-Graduate,3,3,8,81279,3,-1,Testing,3,6,0,4,1,2,17,3,11,2,1,VP
Yes,19238,Female,Married,Post-Graduate,2,3,8,80856,3,-1,People Management,3,8,2,4,5,1,17,10,10,4,4,VP
Yes,19239,Male,Married,Post-Graduate,2,3,8,88759,2,0,Sales,3,4,2,4,3,1,16,4,10,3,4,Product Owner
Yes,19240,Male,Divorced,Post-Graduate,2,4,7,92667,3,-2,Development,3,4,0,5,2,1,18,6,11,3,2,Product Owner
Yes,19241,Male,Married,Post-Graduate,3,4,9,51739,2,0,People Management,2,3,5,4,2,3,17,3,9,1,4,Product Manager
Yes,19242,Male,Married,Doctorate,2,3,8,63017,2,0,Sales,2,3,3,5,5,4,11,5,8,1,2,Product Manager
Yes,19243,Female,Divorced,Graduate,4,5,8,79253,3,-2,Public Relations,3,4,3,3,1,4,17,7,10,4,3,VP
Yes,19244,Male,Married,Post-Graduate,2,3,14,51976,2,0,Product Management,3,1,1,5,4,4,8,4,5,2,2,Senior Developer
Yes,19245,Male,Married,Graduate,1,3,8,57357,2,0,DevOps,2,2,0,2,4,2,10,6,9,4,5,Product Manager
Yes,19246,Female,Divorced,Graduate,1,3,7,87317,3,1,HR,3,5,6,4,3,1,16,5,10,3,3,VP
Yes,19247,Female,Married,Post-Graduate,1,3,9,88230,2,-1,Development,3,3,3,2,2,1,18,7,11,4,4,Product Owner
Yes,19248,Male,Married,Graduate,4,3,9,86131,2,-1,Sales,3,7,0,3,5,4,8,5,8,1,5,Product Owner
Yes,19249,Female,Married,Graduate,1,3,8,91481,2,-2,People Management,3,6,4,5,2,3,12,8,10,2,2,Product Owner
Yes,19250,Male,Married,Post-Graduate,3,5,11,47269,2,0,DevOps,3,3,4,4,4,2,8,6,8,1,3,Product Manager
Yes,19251,Male,Married,Graduate,3,3,10,51972,2,0,People Management,2,7,1,5,5,1,12,3,9,1,3,Product Manager
Yes,19252,Male,Married,Graduate,3,3,14,61968,2,1,People Management,3,0,3,5,1,1,13,5,8,4,5,Senior Developer
Yes,19253,Male,Married,Post-Graduate,4,5,12,56503,2,0,People Management,2,3,2,2,4,1,14,4,6,1,4,Senior Developer
Yes,19254,Male,Single,Post-Graduate,1,3,8,84061,2,-1,DevOps,3,5,4,1,2,2,20,9,10,3,1,VP
Yes,19255,Female,Married,Graduate,1,5,6,76887,2,0,HR,3,2,5,1,4,3,13,6,11,3,2,Product Owner
Yes,19256,Female,Married,Doctorate,4,4,9,78816,3,1,Public Relations,3,7,2,4,3,1,11,7,10,4,1,Product Owner
Yes,19257,Male,Married,Post-Graduate,1,4,8,76924,3,-2,Consultancy,3,6,2,4,5,4,12,3,11,4,2,Product Owner
Yes,19258,Female,Married,Graduate,1,4,7,77209,3,-1,Public Relations,3,3,1,5,2,4,16,6,12,2,5,VP
Yes,19259,Male,Married,Graduate,4,4,9,82542,2,-2,Testing,3,6,5,4,3,1,19,7,10,2,4,Product Owner
Yes,19260,Male,Married,Post-Graduate,1,5,8,55023,2,-2,Testing,3,6,3,5,3,3,16,5,9,2,5,Product Manager
Yes,19261,Female,Married,Graduate,3,4,16,56678,2,1,People Management,2,3,3,4,2,2,9,3,8,1,3,Senior Developer
Yes,19262,Male,Married,Doctorate,3,4,10,57391,2,0,DevOps,2,6,5,5,2,2,18,7,9,4,5,Product Manager
Yes,19263,Female,Married,Doctorate,2,3,8,87608,2,1,DevOps,3,7,6,5,3,4,16,10,12,2,1,VP
Yes,19264,Male,Married,Post-Graduate,3,4,6,84597,3,0,Consultancy,3,4,1,4,3,1,16,3,10,4,2,VP
Yes,19265,Female,Married,Graduate,4,3,10,62418,2,0,Testing,2,5,1,4,5,2,10,4,8,3,3,Product Manager
Yes,19266,Male,Married,Graduate,3,5,12,46677,2,1,HR,3,2,3,1,5,4,17,3,8,3,4,Senior Developer
Yes,19267,Female,Married,Graduate,4,4,8,86470,3,0,Product Management,3,2,0,3,5,3,15,5,11,3,3,Product Owner
Yes,19268,Female,Single,Post-Graduate,4,3,7,86645,3,0,Training,3,2,3,3,3,1,8,7,8,1,2,Product Owner
Yes,19269,Female,Divorced,Graduate,4,5,16,61967,2,0,Development,3,2,0,4,2,2,9,4,5,3,3,Senior Developer
Yes,19270,Female,Divorced,Post-Graduate,2,3,7,82241,3,0,Sales,3,4,0,4,2,1,16,4,11,4,3,VP
Yes,19271,Female,Married,Doctorate,3,5,6,89600,2,0,Product Management,3,5,4,5,2,2,10,8,9,2,2,Product Owner
Yes,19272,Female,Single,Graduate,1,3,8,94751,3,-2,DevOps,3,4,1,3,1,2,17,10,10,2,2,VP
Yes,19273,Female,Single,Post-Graduate,1,3,8,61987,2,0,Testing,3,4,3,4,4,4,16,3,10,1,3,Product Manager
Yes,19274,Male,Married,Post-Graduate,3,5,9,86757,3,0,Sales,3,7,5,3,4,1,11,5,9,2,4,Product Owner
Yes,19275,Male,Married,Post-Graduate,2,5,6,85965,3,0,Consultancy,3,6,1,1,5,1,15,5,11,4,2,Product Owner
Yes,19276,Male,Married,Graduate,4,4,9,77850,2,-1,People Management,3,6,3,4,3,2,16,4,11,4,3,Product Owner
Yes,19277,Male,Married,Graduate,1,5,6,91319,3,-2,Public Relations,3,2,0,3,4,4,8,4,8,1,2,Product Owner
Yes,19278,Male,Single,Post-Graduate,2,5,9,62991,2,0,Public Relations,2,4,4,5,5,1,9,3,8,3,2,Product Manager
Yes,19279,Female,Married,Post-Graduate,2,3,15,55110,2,1,Public Relations,3,0,1,2,3,2,8,5,7,3,1,Senior Developer
Yes,19280,Female,Divorced,Post-Graduate,4,5,7,94765,2,0,People Management,3,4,1,3,4,3,10,4,9,2,1,Product Owner
Yes,19281,Male,Married,Graduate,3,4,17,50353,2,0,DevOps,3,2,2,3,3,4,19,3,7,2,3,Senior Developer
Yes,19282,Male,Single,Doctorate,4,5,9,52649,2,-1,Public Relations,3,4,3,2,2,4,13,6,8,2,4,Product Manager
Yes,19283,Female,Married,Post-Graduate,2,5,11,60794,2,0,Sales,2,2,1,1,4,2,19,7,9,2,1,Product Manager
Yes,19284,Male,Single,Post-Graduate,1,4,8,82298,3,-1,People Management,3,5,5,3,4,1,11,3,10,4,3,Product Owner
Yes,19285,Male,Single,Post-Graduate,1,3,14,51048,2,0,Public Relations,3,1,0,2,4,4,12,5,7,4,4,Senior Developer
Yes,19286,Female,Married,Post-Graduate,3,3,9,79692,2,1,Development,3,6,0,3,5,3,18,5,14,3,5,VP
Yes,19287,Male,Married,Graduate,3,4,18,47144,2,0,Product Management,2,2,3,3,5,4,14,4,7,3,1,Senior Developer
Yes,19288,Male,Married,Graduate,4,4,8,92132,2,-2,Public Relations,3,5,5,2,2,1,14,4,10,2,4,Product Owner
Yes,19289,Female,Married,Graduate,1,3,11,61393,2,1,Training,2,4,3,4,2,1,8,5,8,1,3,Product Manager
Yes,19290,Female,Married,Graduate,4,5,10,46859,2,1,DevOps,3,3,0,3,5,4,11,6,8,4,2,Product Manager
Yes,19291,Male,Married,Graduate,3,5,12,52326,2,-2,Consultancy,2,2,5,2,5,4,15,6,10,2,5,Product Manager
Yes,19292,Male,Married,Graduate,2,4,12,63094,2,-2,Public Relations,3,2,0,1,4,2,17,3,9,1,5,Product Manager
Yes,19293,Male,Married,Post-Graduate,1,4,6,83107,2,-2,DevOps,3,4,3,2,5,3,15,9,11,2,5,VP
Yes,19294,Male,Married,Graduate,2,3,12,53162,2,-2,Testing,3,2,2,3,4,1,12,7,10,2,5,Product Manager
Yes,19295,Male,Married,Post-Graduate,3,3,14,45200,2,-2,Development,2,2,3,3,5,1,20,4,7,3,4,Senior Developer
Yes,19296,Male,Divorced,Post-Graduate,4,4,13,64255,2,0,HR,2,1,0,1,2,4,15,5,5,3,3,Senior Developer
Yes,19297,Female,Married,Graduate,2,5,7,89861,2,-2,Consultancy,3,3,6,3,2,1,18,8,11,4,1,VP
Yes,19298,Male,Married,Graduate,3,5,6,88391,3,0,Development,3,6,3,4,5,2,17,3,10,4,2,Product Owner
Yes,19299,Female,Married,Post-Graduate,3,3,18,47750,2,0,Development,3,1,2,5,1,1,16,3,8,3,5,Senior Developer
Yes,19300,Male,Divorced,Graduate,2,3,12,49209,2,0,Consultancy,2,4,5,4,2,3,19,3,9,3,4,Product Manager
Yes,19301,Male,Single,Post-Graduate,3,3,10,46460,2,1,People Management,3,3,5,4,5,3,15,4,9,1,1,Product Manager
Yes,19302,Female,Divorced,Post-Graduate,4,4,12,53451,2,-1,Training,2,0,3,2,1,4,8,5,6,1,2,Senior Developer
Yes,19303,Female,Married,Graduate,1,4,16,58085,2,0,Testing,2,0,2,3,4,4,12,3,5,2,1,Senior Developer
Yes,19304,Male,Married,Post-Graduate,1,3,8,53176,2,-1,HR,2,6,1,1,2,2,11,4,9,3,3,Product Manager
Yes,19305,Male,Married,Post-Graduate,4,3,6,90797,2,-1,DevOps,3,5,0,3,2,1,17,3,11,4,4,Product Owner
Yes,19306,Female,Divorced,Doctorate,1,5,8,82726,3,-2,Product Management,3,3,5,3,5,1,13,4,9,2,2,Product Owner
Yes,19307,Male,Married,Graduate,4,3,10,55753,2,0,DevOps,3,4,2,2,5,2,17,3,10,2,2,Product Manager
Yes,19308,Female,Single,Graduate,4,4,8,75483,3,-2,Consultancy,3,6,0,4,3,1,19,11,14,4,2,VP
Yes,19309,Female,Married,Post-Graduate,4,4,8,57322,2,0,Consultancy,2,2,0,4,2,1,17,5,9,3,2,Product Manager
Yes,19310,Female,Married,Graduate,4,4,10,64863,2,-1,Training,2,4,1,3,2,2,10,5,9,1,5,Product Manager
Yes,19311,Female,Married,Post-Graduate,2,4,12,56499,2,-1,Product Management,3,7,2,1,1,3,19,6,9,1,1,Product Manager
Yes,19312,Female,Single,Graduate,3,4,6,79211,3,-1,People Management,3,7,3,5,3,1,16,10,14,4,3,VP
Yes,19313,Male,Divorced,Graduate,2,4,12,54735,2,-2,Product Management,3,5,0,3,3,1,8,6,8,1,2,Product Manager
Yes,19314,Male,Married,Graduate,1,3,8,58234,2,0,Testing,2,3,5,3,5,3,18,6,8,2,2,Product Manager
Yes,19315,Male,Married,Doctorate,3,4,8,58533,2,-1,Training,3,6,2,4,4,1,17,3,9,4,2,Product Manager
Yes,19316,Male,Married,Doctorate,4,4,8,89080,3,0,Product Management,3,4,4,2,4,4,15,9,11,2,1,VP
Yes,19317,Male,Married,Graduate,4,4,8,85073,2,-1,Testing,3,4,3,4,3,1,19,5,14,4,5,VP
Yes,19318,Male,Single,Post-Graduate,1,4,13,47792,2,0,Public Relations,3,1,2,4,1,4,17,4,5,4,2,Senior Developer
Yes,19319,Female,Married,Post-Graduate,4,5,12,45561,2,0,HR,2,5,2,1,4,2,19,6,9,2,2,Product Manager
Yes,19320,Male,Married,Doctorate,2,3,11,50077,2,-1,Public Relations,3,5,0,2,5,2,9,3,8,3,3,Product Manager
Yes,19321,Female,Married,Graduate,2,3,7,89238,2,-2,Training,3,2,5,4,2,2,9,5,9,1,3,Product Owner
Yes,19322,Female,Married,Graduate,4,4,9,80096,3,1,Development,3,5,3,4,4,3,18,7,9,4,2,Product Owner
Yes,19323,Male,Married,Graduate,3,3,9,57510,2,-2,Training,2,5,4,3,1,4,19,5,8,3,3,Product Manager
Yes,19324,Female,Married,Graduate,2,3,6,77656,2,-1,Public Relations,3,5,4,1,5,1,11,5,9,4,2,Product Owner
Yes,19325,Male,Single,Graduate,1,4,12,46651,2,-1,Public Relations,2,1,0,2,2,4,18,4,5,1,4,Senior Developer
Yes,19326,Male,Married,Post-Graduate,4,3,9,86415,2,-2,People Management,3,8,5,5,3,4,20,10,11,2,4,VP
Yes,19327,Female,Married,Graduate,1,3,16,58541,2,1,Sales,3,1,2,2,3,4,19,3,5,1,2,Senior Developer
Yes,19328,Male,Married,Graduate,2,5,12,60174,2,1,People Management,3,2,3,5,2,1,10,4,8,2,3,Senior Developer
Yes,19329,Male,Married,Post-Graduate,1,4,6,76843,3,-2,Public Relations,3,5,1,5,5,4,17,8,11,2,3,VP
Yes,19330,Male,Single,Graduate,4,4,6,84136,3,-2,Product Management,3,3,5,2,2,1,14,3,11,3,4,Product Owner
Yes,19331,Male,Married,Graduate,1,3,14,57761,2,0,People Management,3,1,2,5,4,1,18,3,7,2,3,Senior Developer
Yes,19332,Male,Married,Post-Graduate,4,3,7,78749,3,-1,Consultancy,3,8,2,3,3,2,17,11,13,2,4,VP
Yes,19333,Male,Married,Post-Graduate,4,3,6,94772,3,0,Training,3,9,0,2,3,2,20,7,14,3,2,VP
Yes,19334,Male,Married,Graduate,3,4,7,81903,3,-2,Public Relations,3,3,0,5,3,4,16,9,14,2,5,VP
Yes,19335,Male,Married,Post-Graduate,3,4,18,62088,2,0,Product Management,3,1,0,5,5,3,18,3,5,3,5,Senior Developer
Yes,19336,Female,Married,Graduate,2,5,12,64352,2,0,Testing,3,4,4,4,2,1,14,4,10,2,4,Product Manager
Yes,19337,Male,Married,Post-Graduate,1,3,7,81591,3,1,Testing,3,5,2,2,4,4,17,6,10,2,2,Product Owner
Yes,19338,Male,Married,Graduate,4,3,6,88749,2,-1,Development,3,4,2,3,5,2,11,8,10,4,5,Product Owner
Yes,19339,Female,Married,Graduate,2,5,7,78284,3,0,Training,3,3,5,4,4,2,20,3,12,3,2,VP
Yes,19340,Male,Married,Post-Graduate,3,4,7,86427,2,-1,Consultancy,3,5,5,2,5,3,15,8,13,2,1,VP
Yes,19341,Female,Married,Post-Graduate,2,4,6,76863,2,0,Training,3,6,5,1,5,1,18,7,10,3,4,Product Owner
Yes,19342,Female,Single,Graduate,2,5,9,57106,2,1,HR,2,4,5,4,4,4,15,3,10,4,4,Product Manager
Yes,19343,Male,Married,Post-Graduate,4,3,7,89372,2,1,Public Relations,3,7,6,5,1,2,16,3,11,3,3,VP
Yes,19344,Male,Married,Graduate,2,4,8,93228,3,-1,Training,3,7,6,4,2,4,19,9,13,2,3,VP
Yes,19345,Female,Married,Post-Graduate,2,5,12,54539,2,-1,Testing,2,6,5,5,5,3,20,6,8,3,5,Product Manager
Yes,19346,Male,Married,Post-Graduate,1,5,15,45387,2,0,Training,2,1,3,3,5,2,20,5,6,2,5,Senior Developer
Yes,19347,Male,Divorced,Graduate,4,4,10,63184,2,-1,Product Management,2,6,1,4,4,2,13,7,9,3,1,Product Manager
Yes,19348,Male,Married,Post-Graduate,2,3,11,51839,2,-1,Development,2,3,3,4,2,4,13,4,10,1,3,Product Manager
Yes,19349,Female,Divorced,Doctorate,1,4,6,83737,3,-1,Testing,3,5,3,2,2,1,15,7,10,2,4,VP
Yes,19350,Female,Single,Graduate,4,4,7,82353,3,0,Consultancy,3,4,0,2,2,1,16,8,11,2,5,Product Owner
Yes,19351,Female,Married,Graduate,1,5,8,89475,3,1,Testing,3,7,3,4,3,1,19,6,14,2,2,VP
Yes,19352,Female,Married,Graduate,2,3,10,50678,2,-2,DevOps,3,6,5,1,2,2,11,7,10,3,4,Product Manager
Yes,19353,Female,Married,Doctorate,3,4,7,94769,3,-1,Training,3,3,2,4,4,2,18,4,13,4,4,VP
Yes,19354,Male,Married,Graduate,4,5,11,57675,2,-1,People Management,2,2,1,4,2,1,14,3,9,3,1,Product Manager
Yes,19355,Female,Married,Graduate,4,3,11,50371,2,-2,DevOps,2,5,1,1,5,3,15,4,8,2,3,Product Manager
Yes,19356,Female,Married,Post-Graduate,2,3,7,92508,3,-2,Development,3,4,5,3,4,1,13,3,10,4,1,Product Owner
Yes,19357,Male,Married,Graduate,3,3,11,64223,2,-1,Training,3,4,4,4,1,2,20,3,10,1,4,Product Manager
Yes,19358,Male,Single,Graduate,1,3,15,57133,2,-1,People Management,2,0,3,2,4,3,20,3,7,2,3,Senior Developer
Yes,19359,Male,Married,Graduate,4,4,9,55089,2,0,Training,2,4,0,3,2,4,17,3,8,3,4,Product Manager
Yes,19360,Male,Married,Graduate,3,5,15,56144,2,1,Development,3,1,1,2,1,1,10,4,6,2,4,Senior Developer
Yes,19361,Male,Single,Graduate,2,5,8,64200,2,-1,Public Relations,2,2,2,3,3,1,9,4,8,4,3,Product Manager
Yes,19362,Female,Married,Graduate,4,4,9,76154,2,0,HR,3,9,5,4,2,4,20,8,12,2,5,VP
Yes,19363,Female,Married,Graduate,1,5,9,83276,3,-2,HR,3,4,0,2,2,1,15,8,9,3,3,Product Owner
Yes,19364,Male,Single,Graduate,4,4,15,57768,2,-2,People Management,2,1,2,4,4,4,16,3,8,3,4,Senior Developer
Yes,19365,Female,Married,Post-Graduate,1,5,8,92823,2,1,Consultancy,3,7,0,3,1,1,15,8,12,3,2,VP
Yes,19366,Male,Married,Post-Graduate,2,4,12,62963,2,0,People Management,3,3,0,2,3,2,15,5,6,2,4,Senior Developer
Yes,19367,Male,Married,Graduate,4,4,18,59011,2,-1,Sales,2,1,3,5,1,1,10,4,6,2,4,Senior Developer
Yes,19368,Female,Married,Post-Graduate,3,4,8,87293,3,-2,Testing,3,4,0,1,4,4,17,5,11,2,2,VP
Yes,19369,Male,Divorced,Graduate,4,4,12,57874,2,-2,Consultancy,2,3,2,2,5,1,12,4,9,3,3,Product Manager
Yes,19370,Male,Married,Post-Graduate,4,3,8,59274,2,1,Testing,3,3,4,3,1,2,13,4,10,2,5,Product Manager
Yes,19371,Female,Married,Post-Graduate,2,4,12,47305,2,0,People Management,2,0,3,2,3,4,9,4,5,3,5,Senior Developer
Yes,19372,Female,Divorced,Post-Graduate,4,3,9,86315,2,-1,HR,3,6,4,5,4,3,13,8,10,2,1,Product Owner
Yes,19373,Male,Married,Graduate,1,4,10,64934,2,-1,Product Management,3,2,2,1,5,3,10,5,8,4,4,Product Manager
Yes,19374,Male,Divorced,Graduate,2,4,12,52420,2,0,Consultancy,3,2,2,1,2,4,19,7,8,3,5,Product Manager
Yes,19375,Male,Married,Doctorate,1,4,6,80058,3,-1,Public Relations,3,6,4,3,5,1,18,6,10,2,3,Product Owner
Yes,19376,Female,Single,Graduate,4,3,11,64744,2,-1,Sales,3,4,1,1,5,1,10,3,8,4,4,Product Manager
Yes,19377,Male,Married,Post-Graduate,3,5,8,80686,3,-2,Public Relations,3,8,4,3,4,2,20,5,13,3,1,VP
Yes,19378,Male,Married,Doctorate,1,4,8,82663,3,-1,HR,3,3,2,5,2,4,18,4,13,4,4,VP
Yes,19379,Female,Single,Graduate,4,4,6,93729,2,1,Consultancy,3,6,3,4,5,1,18,4,9,2,3,Product Owner
Yes,19380,Female,Divorced,Graduate,3,3,9,84403,2,-2,Public Relations,3,5,0,3,4,2,19,9,14,2,4,VP
Yes,19381,Male,Married,Post-Graduate,3,3,12,56269,2,-2,Consultancy,2,7,3,1,4,4,9,6,8,3,4,Product Manager
Yes,19382,Male,Married,Post-Graduate,4,3,6,87525,3,-1,Product Management,3,6,0,5,3,1,18,3,10,3,3,Product Owner
Yes,19383,Male,Single,Graduate,4,5,16,59752,2,0,Product Management,2,0,3,3,2,3,19,3,7,1,4,Senior Developer
Yes,19384,Male,Married,Doctorate,4,4,9,77608,3,-1,Development,3,7,2,5,3,4,16,7,13,3,2,VP
Yes,19385,Female,Married,Post-Graduate,1,4,9,79304,2,1,Training,3,6,3,4,3,4,19,3,11,2,1,VP
Yes,19386,Female,Married,Post-Graduate,4,5,16,59646,2,-2,People Management,2,3,2,4,3,1,20,3,7,3,4,Senior Developer
Yes,19387,Male,Divorced,Post-Graduate,3,3,8,55388,2,-1,People Management,3,7,1,3,4,4,15,3,9,1,3,Product Manager
Yes,19388,Female,Married,Graduate,2,5,9,61717,2,-2,DevOps,2,5,4,2,4,2,10,7,9,3,4,Product Manager
Yes,19389,Male,Married,Post-Graduate,1,3,10,59430,2,-2,People Management,3,6,0,2,4,2,14,4,10,2,2,Product Manager
Yes,19390,Female,Single,Graduate,3,5,12,58795,2,-2,Development,2,3,0,1,3,4,12,4,6,4,4,Senior Developer
Yes,19391,Female,Divorced,Post-Graduate,1,3,9,84733,2,1,Sales,3,8,1,4,4,4,18,11,12,2,2,VP
Yes,19392,Male,Married,Graduate,4,5,9,51996,2,-1,Public Relations,2,2,0,4,2,2,14,6,9,4,3,Product Manager
Yes,19393,Male,Single,Post-Graduate,2,5,6,75226,3,0,Product Management,3,3,3,1,4,1,17,5,10,2,5,Product Owner
Yes,19394,Female,Single,Post-Graduate,1,5,8,49011,2,-1,Training,2,3,3,3,2,4,11,3,9,1,3,Product Manager
Yes,19395,Male,Married,Post-Graduate,2,3,9,80302,3,0,Consultancy,3,4,5,1,1,4,19,4,13,2,2,VP
Yes,19396,Male,Divorced,Graduate,1,5,10,54756,2,0,People Management,3,5,1,1,5,2,19,5,10,4,4,Product Manager
Yes,19397,Female,Single,Post-Graduate,4,3,9,77683,2,1,Training,3,8,6,3,5,2,19,4,11,3,2,VP
Yes,19398,Female,Married,Post-Graduate,3,4,15,49634,2,0,Public Relations,3,1,1,3,4,4,10,5,5,4,4,Senior Developer
Yes,19399,Male,Married,Graduate,3,4,6,92232,3,-2,Consultancy,3,6,4,1,3,3,17,5,12,4,3,VP
Yes,19400,Female,Married,Post-Graduate,2,5,6,93104,3,1,Training,3,7,4,2,2,1,14,4,11,3,5,Product Owner
Yes,19401,Male,Married,Graduate,1,3,6,91251,3,-1,Sales,3,6,6,4,5,2,16,6,11,3,5,VP
Yes,19402,Male,Divorced,Graduate,1,3,14,53432,2,-2,HR,2,1,3,4,4,1,15,3,5,3,5,Senior Developer
Yes,19403,Male,Married,Graduate,3,4,8,87919,2,-2,Product Management,3,2,3,4,3,3,17,6,9,2,4,Product Owner
Yes,19404,Female,Married,Graduate,1,4,8,80196,3,-1,Training,3,9,4,2,2,3,18,6,12,2,5,VP
Yes,19405,Male,Single,Post-Graduate,4,3,9,82946,2,-1,Training,3,6,6,3,2,2,20,8,13,4,4,VP
Yes,19406,Female,Married,Post-Graduate,4,5,9,89047,2,0,Sales,3,3,0,4,5,2,20,11,14,3,1,VP
Yes,19407,Male,Married,Graduate,4,5,6,84646,3,1,Public Relations,3,9,1,5,3,2,15,3,11,3,2,VP
