ID,Gender,MaritalStatus,Education,CommuteDistance,PerformanceRating,PercentSalaryHike,MonthlyIncome,StockOptionLevel,CompanyProfit,Department,BusinessTravel,YearsWithCurrentManager,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,TrainingHoursLastYear,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,NumbersCompaniesWorked,WorkLifeBal,JobLevel,Attrition,ReasonToManager,ReasonInExitInterview
20281,Male,Married,Doctorate,2,3,8,77560,2,0,People Management,3,5,6,3,4,1,15,5,11,4,4,VP,No,,
20282,Male,Married,Graduate,2,4,15,48542,2,0,HR,3,3,0,1,4,3,17,3,5,4,5,Senior Developer,Yes,Direction,Strategy 
20283,Female,Single,Graduate,3,3,8,85079,2,-1,Development,3,5,0,2,4,1,15,8,11,3,5,Product Owner,No,,
20284,Male,Married,Graduate,2,3,17,61289,2,-2,Training,3,3,1,3,1,4,20,5,6,2,4,Senior Developer,No,,
20285,Male,Married,Post-Graduate,2,5,9,82603,3,-1,Product Management,3,2,4,2,3,1,18,5,11,4,3,Product Owner,No,,
20286,Female,Married,Post-Graduate,4,3,12,50748,2,-1,Testing,3,3,3,1,5,3,16,5,8,4,1,Product Manager,Yes,Direction,Strategy 
20287,Female,Married,Post-Graduate,2,3,9,91230,2,0,Public Relations,3,7,4,1,3,1,14,4,11,2,4,Product Owner,No,,
20288,Male,Single,Doctorate,3,4,11,62694,2,0,Testing,2,3,5,4,3,1,15,5,10,3,4,Product Manager,Yes,Direction,Strategy 
20289,Female,Married,Graduate,2,4,9,50898,2,0,HR,3,7,1,5,2,1,15,7,10,4,4,Product Manager,No,,
20290,Male,Married,Graduate,3,4,12,56685,2,0,Sales,3,1,2,3,5,3,17,5,8,4,2,Senior Developer,No,,
20291,Female,Divorced,Post-Graduate,3,5,13,45637,2,-2,People Management,2,0,2,5,5,2,19,4,7,2,3,Senior Developer,No,,
20292,Female,Single,Graduate,3,3,8,57165,2,-2,Testing,3,7,3,5,2,1,13,5,9,4,3,Product Manager,Yes,Direction,Strategy 
20293,Male,Single,Post-Graduate,2,4,12,54410,2,-1,HR,2,4,1,5,2,4,11,4,8,2,1,Product Manager,No,,
20294,Male,Married,Graduate,1,4,12,51729,2,-1,HR,2,0,0,4,3,3,13,3,7,1,1,Senior Developer,No,,
20295,Male,Married,Graduate,1,3,12,64102,2,1,DevOps,3,1,3,2,4,1,18,4,8,3,1,Senior Developer,Yes,Direction,Strategy 
20296,Female,Married,Post-Graduate,4,3,8,90951,3,0,People Management,3,4,1,5,1,3,17,7,9,2,3,Product Owner,Yes,Direction,Strategy 
20297,Female,Married,Post-Graduate,4,5,6,85112,2,0,Consultancy,3,4,3,3,1,2,13,8,9,3,3,Product Owner,Yes,Direction,Strategy 
20298,Male,Divorced,Graduate,3,4,8,45139,2,0,Development,2,7,3,3,5,4,9,4,8,1,5,Product Manager,Yes,Direction,Strategy 
20299,Female,Married,Post-Graduate,2,5,10,55404,2,1,Development,2,4,5,2,3,1,14,7,10,3,2,Product Manager,Yes,Direction,Strategy 
20300,Female,Married,Graduate,2,3,8,76869,3,0,Product Management,3,2,0,4,5,1,14,6,11,4,1,Product Owner,Yes,Direction,Strategy 
20301,Female,Married,Graduate,3,5,8,82523,3,-1,Development,3,7,1,1,5,3,16,3,11,2,5,Product Owner,Yes,Direction,Strategy 
20302,Female,Married,Post-Graduate,1,4,9,76290,2,-2,People Management,3,3,2,5,5,2,18,9,11,2,3,VP,Yes,Direction,Strategy 
20303,Female,Single,Graduate,4,4,14,63323,2,0,HR,3,2,0,3,1,2,10,3,8,4,5,Senior Developer,No,,
20304,Male,Married,Post-Graduate,2,3,7,80286,2,1,Product Management,3,6,0,2,5,3,8,5,8,1,4,Product Owner,Yes,Direction,Strategy 
20305,Female,Married,Graduate,3,3,11,63881,2,-2,Training,2,5,2,3,3,3,19,6,9,3,5,Product Manager,Yes,Direction,Strategy 
20306,Female,Married,Graduate,2,3,6,86112,2,-1,DevOps,3,8,2,2,2,1,15,6,14,2,5,VP,No,,
20307,Female,Married,Graduate,4,3,8,75229,3,-1,People Management,3,8,6,5,1,3,15,7,13,2,1,VP,Yes,Direction,Strategy 
20308,Male,Married,Post-Graduate,2,4,16,52036,2,-2,Sales,3,0,3,4,2,4,10,5,8,3,1,Senior Developer,Yes,Direction,Strategy 
20309,Male,Married,Graduate,2,5,10,45884,2,-1,People Management,3,7,2,4,3,1,14,3,10,2,3,Product Manager,Yes,Direction,Strategy 
20310,Male,Single,Post-Graduate,2,4,7,75360,2,-1,HR,3,9,3,1,5,1,17,11,13,2,1,VP,Yes,Direction,Strategy 
20311,Female,Married,Post-Graduate,4,3,9,57039,2,1,Development,3,4,5,2,4,2,17,5,10,1,1,Product Manager,Yes,Direction,Strategy 
20312,Female,Married,Post-Graduate,3,4,17,57537,2,-2,DevOps,3,2,3,4,4,4,10,4,7,1,3,Senior Developer,Yes,Direction,Strategy 
20313,Female,Married,Graduate,4,4,9,60127,2,0,Sales,2,3,2,2,5,4,11,7,8,4,4,Product Manager,Yes,Direction,Strategy 
20314,Male,Married,Doctorate,3,4,9,85287,2,1,HR,3,7,5,5,3,4,18,11,13,3,3,VP,Yes,Direction,Strategy 
20315,Male,Single,Graduate,4,5,9,87284,2,1,Development,3,3,5,4,3,4,19,5,9,3,4,Product Owner,No,,
20316,Female,Single,Post-Graduate,3,4,8,48755,2,-1,HR,3,5,4,3,2,1,13,6,8,2,4,Product Manager,Yes,Direction,Strategy 
20317,Male,Married,Graduate,3,4,17,54063,2,1,People Management,3,1,2,1,5,1,8,4,6,4,2,Senior Developer,Yes,Direction,Strategy 
20318,Male,Divorced,Graduate,4,4,8,80023,2,1,DevOps,3,5,3,3,5,1,19,3,12,2,5,VP,Yes,Direction,Strategy 
20319,Female,Single,Post-Graduate,3,4,9,89937,3,1,Sales,3,3,0,2,1,2,15,5,11,4,2,Product Owner,No,,
20320,Female,Single,Post-Graduate,4,3,9,92635,3,0,HR,3,2,2,4,2,3,10,5,9,2,5,Product Owner,Yes,Direction,Strategy 
20321,Male,Married,Graduate,2,5,8,48097,2,1,Development,3,2,3,4,5,2,13,3,8,3,4,Product Manager,Yes,Direction,Strategy 
20322,Male,Divorced,Post-Graduate,4,3,9,88392,3,-2,Testing,3,2,3,5,5,4,15,7,9,3,2,Product Owner,Yes,Direction,Strategy 
20323,Male,Married,Graduate,3,4,10,64725,2,0,Training,2,7,4,3,4,2,11,7,9,3,3,Product Manager,Yes,Direction,Strategy 
20324,Female,Single,Post-Graduate,3,4,18,51653,2,0,Testing,2,3,3,3,4,4,10,5,7,2,3,Senior Developer,Yes,Direction,Strategy 
20325,Female,Married,Graduate,1,3,18,56810,2,-2,DevOps,2,0,1,4,5,2,20,3,5,1,4,Senior Developer,Yes,Direction,Strategy 
20326,Female,Married,Post-Graduate,1,3,13,54905,2,-2,Public Relations,2,0,2,4,4,4,9,3,6,4,5,Senior Developer,No,,
20327,Male,Married,Graduate,4,5,8,76145,3,-2,Public Relations,3,3,2,2,4,3,10,4,9,3,4,Product Owner,No,,
20328,Male,Single,Post-Graduate,2,3,14,48605,2,-2,DevOps,3,0,1,1,4,3,19,3,5,2,3,Senior Developer,Yes,Direction,Strategy 
20329,Female,Married,Post-Graduate,4,3,8,85649,2,1,Sales,3,3,1,2,5,2,15,7,13,2,3,VP,Yes,Direction,Strategy 
20330,Female,Single,Graduate,3,5,7,85412,2,-1,Training,3,3,1,2,3,4,18,5,12,3,1,VP,Yes,Direction,Strategy 
20331,Female,Married,Graduate,2,3,12,48812,2,1,HR,2,3,5,4,1,3,10,5,9,2,5,Product Manager,No,,
20332,Female,Married,Post-Graduate,1,5,18,58211,2,-1,Sales,3,1,0,3,2,4,11,4,6,3,4,Senior Developer,Yes,Direction,Strategy 
20333,Male,Married,Graduate,3,4,17,52247,2,-2,HR,2,1,0,3,2,4,20,5,6,4,5,Senior Developer,Yes,Direction,Strategy 
20334,Male,Married,Post-Graduate,1,4,9,85339,2,-1,Training,3,7,1,2,2,1,20,3,10,2,3,VP,No,,
20335,Male,Married,Doctorate,4,4,6,78360,3,-2,Public Relations,3,8,4,2,3,4,20,3,13,2,2,VP,Yes,Direction,Strategy 
20336,Female,Married,Doctorate,1,3,16,64427,2,-1,Testing,2,2,3,2,4,4,13,5,8,2,5,Senior Developer,Yes,Direction,Strategy 
20337,Female,Married,Post-Graduate,4,4,10,63454,2,1,Product Management,2,7,4,4,5,4,19,6,10,1,2,Product Manager,Yes,Direction,Strategy 
20338,Male,Married,Doctorate,2,5,18,47727,2,-2,DevOps,2,1,2,4,2,1,19,4,8,3,1,Senior Developer,No,,
20339,Female,Married,Post-Graduate,1,3,8,92672,2,-1,Public Relations,3,5,1,3,5,3,19,4,14,3,3,VP,Yes,Direction,Strategy 
20340,Male,Divorced,Post-Graduate,2,5,7,76698,2,0,DevOps,3,5,2,2,1,2,9,7,9,1,4,Product Owner,No,,
20341,Male,Single,Post-Graduate,4,4,6,82467,2,-1,Development,3,5,5,5,2,2,8,5,8,1,3,Product Owner,No,,
20342,Male,Married,Graduate,4,4,18,60199,2,-1,Testing,3,3,1,4,1,2,8,5,6,4,3,Senior Developer,No,,
20343,Female,Married,Graduate,4,4,11,59837,2,-2,DevOps,3,4,1,2,1,2,19,3,9,2,1,Product Manager,Yes,Direction,Strategy 
20344,Female,Married,Post-Graduate,2,4,10,62731,2,-2,People Management,2,5,2,4,3,2,16,5,10,4,5,Product Manager,No,,
20345,Male,Divorced,Graduate,1,5,8,75948,2,0,Training,3,6,5,5,5,4,16,8,12,4,1,VP,Yes,Direction,Strategy 
20346,Male,Married,Graduate,1,4,17,55549,2,-2,HR,3,2,1,3,5,1,15,4,6,1,3,Senior Developer,No,,
20347,Female,Married,Post-Graduate,4,5,14,46727,2,-1,Testing,3,0,3,4,4,4,13,4,8,4,5,Senior Developer,No,,
20348,Male,Married,Graduate,4,3,6,88094,2,-2,HR,3,6,4,4,2,4,20,8,14,4,3,VP,Yes,Direction,Strategy 
20349,Female,Married,Graduate,4,4,7,89439,2,1,Development,3,3,2,2,1,3,9,8,9,1,5,Product Owner,Yes,Direction,Strategy 
20350,Female,Married,Post-Graduate,4,3,9,52759,2,1,Product Management,3,5,4,4,5,2,12,6,10,3,2,Product Manager,Yes,Direction,Strategy 
20351,Female,Married,Doctorate,3,4,8,89700,2,1,HR,3,7,1,5,1,2,20,11,13,3,3,VP,No,,
20352,Male,Married,Post-Graduate,3,3,8,89193,2,-1,DevOps,3,2,5,1,2,4,15,8,11,4,1,Product Owner,Yes,Direction,Strategy 
20353,Male,Married,Graduate,2,5,9,61604,2,-1,Product Management,3,4,1,5,5,3,16,4,9,1,4,Product Manager,Yes,Direction,Strategy 
20354,Female,Married,Graduate,1,3,7,80696,2,-2,DevOps,3,5,2,2,3,4,16,8,10,4,1,Product Owner,No,,
20355,Male,Married,Post-Graduate,1,3,6,83936,3,-1,Development,3,8,6,4,3,2,15,7,14,3,5,VP,No,,
20356,Male,Married,Doctorate,3,5,17,63314,2,1,People Management,3,2,1,1,4,4,9,4,8,2,5,Senior Developer,Yes,Direction,Strategy 
20357,Male,Divorced,Doctorate,1,3,6,89273,2,-2,Sales,3,5,6,3,1,4,16,8,12,2,4,VP,Yes,Direction,Strategy 
20358,Male,Single,Graduate,4,3,9,87860,2,1,HR,3,5,0,3,2,2,8,3,8,1,4,Product Owner,Yes,Direction,Strategy 
20359,Male,Divorced,Graduate,3,3,7,80622,2,0,Public Relations,3,7,0,3,5,3,15,6,10,4,1,Product Owner,Yes,Direction,Strategy 
20360,Female,Married,Graduate,1,4,7,82698,3,-2,Development,3,5,5,2,4,2,20,4,13,3,2,VP,No,,
20361,Female,Married,Post-Graduate,1,3,10,59934,2,-1,Consultancy,3,3,5,2,3,1,18,3,9,2,3,Product Manager,Yes,Direction,Strategy 
20362,Male,Single,Post-Graduate,2,4,10,61612,2,0,Development,3,7,4,5,4,2,13,3,8,2,2,Product Manager,Yes,Direction,Strategy 
20363,Female,Single,Post-Graduate,4,4,9,53163,2,-1,Development,2,7,5,4,4,4,20,5,8,3,4,Product Manager,No,,
20364,Female,Married,Post-Graduate,2,4,8,79907,2,0,HR,3,8,2,1,2,4,19,4,10,2,4,VP,No,,
20365,Female,Married,Graduate,4,4,17,55540,2,-2,DevOps,2,2,3,4,3,1,9,3,7,2,3,Senior Developer,Yes,Direction,Strategy 
20366,Female,Married,Post-Graduate,2,5,17,50780,2,0,HR,2,2,0,2,4,1,18,3,8,3,4,Senior Developer,Yes,Direction,Strategy 
20367,Male,Married,Graduate,4,5,12,50105,2,-1,DevOps,2,3,2,4,2,4,19,4,8,4,2,Product Manager,Yes,Direction,Strategy 
20368,Male,Married,Doctorate,4,4,16,60748,2,-2,Development,2,3,3,3,2,2,17,4,7,2,5,Senior Developer,Yes,Direction,Strategy 
20369,Female,Single,Graduate,3,3,8,79790,2,-2,Testing,3,9,4,4,4,4,15,4,14,2,5,VP,No,,
20370,Male,Married,Graduate,3,4,13,54546,2,1,DevOps,3,1,3,2,5,2,17,5,5,3,3,Senior Developer,Yes,Direction,Strategy 
20371,Female,Married,Post-Graduate,4,4,6,79887,2,-2,Training,3,3,5,5,3,2,13,3,11,2,5,Product Owner,No,,
20372,Female,Married,Graduate,4,3,7,79097,3,1,Product Management,3,3,1,1,2,1,20,7,10,2,2,Product Owner,No,,
20373,Female,Married,Graduate,4,5,8,87599,3,1,Sales,3,6,2,5,4,4,14,7,10,3,5,Product Owner,Yes,Direction,Strategy 
20374,Female,Married,Graduate,3,5,7,93665,2,-1,Sales,3,4,5,4,4,4,20,4,10,3,3,Product Owner,Yes,Direction,Strategy 
20375,Male,Married,Graduate,1,5,7,92522,2,-2,Training,3,8,5,4,3,4,20,7,12,2,4,VP,No,,
20376,Female,Married,Post-Graduate,3,5,9,84371,2,0,HR,3,7,6,3,2,4,20,5,10,3,1,VP,No,,
20377,Male,Married,Post-Graduate,4,3,6,80410,3,1,HR,3,9,2,5,3,4,15,5,11,3,2,VP,No,,
20378,Male,Married,Graduate,2,5,11,46274,2,1,HR,3,2,5,5,5,2,14,4,8,3,2,Product Manager,No,,
20379,Male,Married,Graduate,4,3,12,59127,2,1,Product Management,2,3,0,3,5,4,8,4,8,1,2,Product Manager,Yes,Direction,Strategy 
20380,Male,Married,Doctorate,2,5,7,76553,2,0,Training,3,5,3,2,2,2,16,3,14,3,1,VP,No,,
20381,Male,Married,Graduate,3,5,11,59321,2,-2,HR,3,2,4,1,5,1,20,4,10,2,2,Product Manager,Yes,Direction,Strategy 
20382,Male,Married,Graduate,3,3,8,93934,2,1,People Management,3,9,4,4,5,4,15,9,11,4,5,VP,No,,
20383,Male,Married,Graduate,2,3,6,79550,2,1,Development,3,4,0,3,5,2,10,4,9,4,4,Product Owner,Yes,Direction,Strategy 
20384,Female,Single,Post-Graduate,4,5,12,55587,2,-1,DevOps,2,2,5,4,3,2,8,5,8,1,3,Product Manager,Yes,Direction,Strategy 
20385,Male,Married,Graduate,3,3,6,77563,3,1,Public Relations,3,9,2,5,1,2,20,6,13,4,2,VP,No,,
20386,Male,Divorced,Post-Graduate,1,5,7,87674,3,1,Product Management,3,6,5,4,5,1,18,7,14,3,4,VP,Yes,Direction,Strategy 
20387,Male,Married,Graduate,1,4,11,55784,2,1,Training,3,4,2,2,3,2,11,7,8,1,2,Product Manager,Yes,Direction,Strategy 
20388,Female,Divorced,Post-Graduate,3,3,8,56864,2,-2,Consultancy,2,3,0,4,3,2,17,4,8,3,4,Product Manager,Yes,Direction,Strategy 
20389,Male,Married,Graduate,3,3,6,75454,2,0,Development,3,6,0,3,4,4,20,9,10,4,4,VP,No,,
20390,Male,Married,Post-Graduate,3,3,8,80009,3,-1,Sales,3,6,2,1,3,2,9,4,9,1,3,Product Owner,No,,
20391,Male,Divorced,Post-Graduate,4,4,7,90038,3,-1,Public Relations,3,6,4,4,4,1,20,4,10,3,5,Product Owner,Yes,Direction,Strategy 
20392,Male,Divorced,Graduate,2,5,14,47945,2,0,Testing,2,0,2,5,3,2,9,4,8,4,3,Senior Developer,Yes,Direction,Strategy 
20393,Male,Married,Graduate,2,5,9,75240,3,-1,Testing,3,6,4,3,3,4,18,3,13,4,1,VP,Yes,Direction,Strategy 
20394,Female,Married,Post-Graduate,2,3,14,45831,2,0,Development,2,0,1,2,5,4,19,4,7,2,5,Senior Developer,No,,
20395,Male,Married,Graduate,1,3,6,91499,2,0,Consultancy,3,4,5,3,5,1,15,7,10,4,1,Product Owner,No,,
20396,Female,Married,Post-Graduate,4,4,13,57147,2,1,Testing,3,2,0,5,2,4,10,3,5,3,5,Senior Developer,No,,
20397,Female,Married,Post-Graduate,4,4,6,93597,3,-2,HR,3,5,2,3,2,3,19,4,10,4,5,Product Owner,Yes,Direction,Strategy 
20398,Male,Married,Post-Graduate,4,5,16,57800,2,0,Training,3,3,1,4,3,3,16,3,7,1,4,Senior Developer,Yes,Direction,Strategy 
20399,Female,Married,Graduate,3,3,10,61118,2,-1,Testing,2,5,0,1,1,3,19,3,8,2,5,Product Manager,No,,
20400,Male,Married,Post-Graduate,2,3,7,81276,3,0,HR,3,4,4,4,2,3,20,6,11,4,1,VP,No,,
20401,Male,Single,Post-Graduate,2,4,14,46186,2,-2,Product Management,2,3,0,2,4,1,20,5,5,3,2,Senior Developer,Yes,Direction,Strategy 
20402,Male,Married,Doctorate,1,4,7,82631,3,0,Testing,3,3,4,2,3,4,20,10,12,2,1,VP,Yes,Direction,Strategy 
20403,Male,Married,Post-Graduate,4,4,11,56402,2,1,Testing,3,4,3,4,2,2,20,4,10,1,2,Product Manager,Yes,Direction,Strategy 
20404,Male,Divorced,Graduate,3,3,7,91695,2,0,People Management,3,6,4,3,4,4,18,10,13,3,1,VP,Yes,Direction,Strategy 
20405,Female,Married,Doctorate,3,3,8,46641,2,0,Testing,3,4,5,1,2,3,10,7,8,3,3,Product Manager,Yes,Direction,Strategy 
20406,Male,Single,Post-Graduate,1,5,7,91935,2,-2,Testing,3,6,5,5,1,4,17,8,9,4,3,Product Owner,No,,
20407,Male,Single,Graduate,2,5,12,59811,2,0,Training,3,4,3,5,5,2,12,3,9,1,4,Product Manager,Yes,Direction,Strategy 
20408,Male,Single,Graduate,4,4,10,62627,2,-2,People Management,3,4,1,1,2,3,13,7,8,1,5,Product Manager,Yes,Direction,Strategy 
20409,Male,Single,Post-Graduate,3,3,13,50721,2,-1,Sales,3,1,1,4,1,3,19,4,5,4,2,Senior Developer,No,,
20410,Female,Married,Post-Graduate,2,5,7,85599,2,0,Testing,3,8,2,4,5,3,16,9,12,3,5,VP,Yes,Direction,Strategy 
20411,Male,Married,Graduate,2,5,6,83233,3,-1,Product Management,3,5,2,5,2,1,18,5,14,3,4,VP,Yes,Direction,Strategy 
20412,Male,Married,Post-Graduate,3,4,9,89048,2,1,Development,3,6,3,4,1,2,15,7,10,4,1,Product Owner,Yes,Direction,Strategy 
20413,Male,Married,Post-Graduate,4,4,13,47352,2,1,Product Management,2,0,3,3,2,4,11,5,7,4,4,Senior Developer,Yes,Direction,Strategy 
20414,Male,Married,Post-Graduate,1,4,12,57914,2,1,DevOps,2,4,1,2,1,1,16,7,9,2,4,Product Manager,Yes,Direction,Strategy 
20415,Male,Married,Post-Graduate,1,3,8,78097,3,1,Product Management,3,5,1,4,5,1,16,6,10,3,4,Product Owner,Yes,Direction,Strategy 
20416,Female,Married,Graduate,3,4,6,80530,2,0,Training,3,3,5,2,4,4,13,6,10,3,5,Product Owner,Yes,Direction,Strategy 
20417,Female,Divorced,Graduate,1,3,8,83028,2,-2,Development,3,9,0,4,4,4,20,6,10,4,4,VP,Yes,Direction,Strategy 
20418,Female,Married,Graduate,3,4,7,84319,3,1,HR,3,6,5,5,5,4,20,6,11,3,5,Product Owner,Yes,Direction,Strategy 
20419,Female,Married,Graduate,3,4,7,90283,3,1,Training,3,9,4,1,2,4,16,6,13,3,4,VP,No,,
20420,Female,Married,Post-Graduate,1,4,7,84666,2,1,Sales,3,3,6,4,1,4,17,6,10,4,2,VP,No,,
20421,Female,Single,Post-Graduate,4,5,11,59820,2,0,HR,3,4,5,5,5,4,12,6,8,3,2,Product Manager,No,,
20422,Female,Divorced,Graduate,4,3,10,50346,2,1,Sales,2,4,5,5,3,4,8,5,8,1,1,Product Manager,No,,
20423,Female,Married,Post-Graduate,4,4,13,47746,2,1,Sales,3,1,3,3,3,1,17,3,7,1,4,Senior Developer,No,,
20424,Male,Married,Post-Graduate,3,5,14,61126,2,-1,Development,2,2,1,5,5,3,11,4,6,3,3,Senior Developer,Yes,Direction,Strategy 
20425,Male,Divorced,Graduate,3,4,7,81528,3,0,Training,3,5,4,3,5,1,14,4,11,4,4,Product Owner,Yes,Direction,Strategy 
20426,Female,Married,Post-Graduate,3,3,12,59849,2,-2,DevOps,2,4,0,4,1,1,11,5,10,2,4,Product Manager,Yes,Direction,Strategy 
20427,Female,Married,Graduate,4,5,8,49220,2,0,Public Relations,3,4,3,3,4,4,8,5,8,1,2,Product Manager,No,,
20428,Male,Married,Post-Graduate,2,5,11,62659,2,1,Consultancy,3,2,4,3,4,1,20,7,10,2,1,Product Manager,Yes,Direction,Strategy 
20429,Female,Divorced,Graduate,1,3,14,64573,2,-2,HR,3,2,0,4,4,1,12,4,6,4,2,Senior Developer,Yes,Direction,Strategy 
20430,Male,Married,Post-Graduate,4,3,15,47875,2,-1,Product Management,3,0,3,4,4,2,15,4,5,3,2,Senior Developer,Yes,Direction,Strategy 
20431,Male,Married,Graduate,2,4,16,53526,2,0,DevOps,2,0,3,2,4,2,20,3,6,2,1,Senior Developer,No,,
20432,Male,Married,Graduate,4,5,18,48382,2,-2,Sales,2,0,2,3,3,2,11,5,8,4,5,Senior Developer,Yes,Direction,Strategy 
20433,Male,Married,Graduate,2,4,15,53795,2,-2,Development,2,1,2,4,4,3,15,4,5,3,2,Senior Developer,Yes,Direction,Strategy 
20434,Male,Married,Graduate,3,5,9,85559,2,-2,HR,3,2,2,2,4,1,19,7,11,2,4,Product Owner,Yes,Direction,Strategy 
20435,Male,Married,Doctorate,3,4,14,53266,2,-1,DevOps,3,1,1,5,4,1,15,3,7,4,2,Senior Developer,Yes,Direction,Strategy 
20436,Male,Married,Graduate,4,4,18,51757,2,-1,People Management,2,2,3,1,4,4,8,5,7,3,4,Senior Developer,No,,
20437,Male,Married,Graduate,4,3,14,53524,2,0,Product Management,2,3,1,4,3,4,18,4,8,4,3,Senior Developer,Yes,Direction,Strategy 
20438,Female,Married,Doctorate,2,3,9,88811,3,0,Public Relations,3,6,5,2,2,4,19,11,14,4,2,VP,No,,
20439,Female,Divorced,Post-Graduate,4,4,7,77072,2,1,Product Management,3,5,0,2,4,4,9,5,9,1,2,Product Owner,No,,
20440,Female,Married,Graduate,1,3,6,94634,2,-1,Consultancy,3,2,2,1,2,4,11,6,10,2,3,Product Owner,No,,
20441,Female,Married,Graduate,2,4,8,92892,2,-1,People Management,3,6,1,4,4,4,20,7,12,2,3,VP,Yes,Direction,Strategy 
20442,Female,Married,Post-Graduate,3,4,12,63759,2,0,Testing,3,2,0,5,5,2,16,5,7,1,5,Senior Developer,Yes,Direction,Strategy 
20443,Male,Married,Post-Graduate,2,3,6,76929,2,-1,HR,3,3,5,5,4,2,15,4,10,2,2,VP,Yes,Direction,Strategy 
20444,Male,Married,Post-Graduate,1,3,7,86900,3,1,Sales,3,3,4,4,4,3,20,10,10,2,5,VP,Yes,Direction,Strategy 
20445,Female,Married,Graduate,4,3,9,78648,2,-1,Consultancy,3,6,1,4,4,1,19,3,13,4,5,VP,Yes,Direction,Strategy 
20446,Male,Married,Post-Graduate,4,3,18,55478,2,-2,Testing,3,3,1,2,5,1,9,3,7,3,4,Senior Developer,Yes,Direction,Strategy 
20447,Male,Single,Post-Graduate,4,3,6,89334,2,-1,HR,3,6,2,5,3,1,17,6,12,3,3,VP,Yes,Direction,Strategy 
20448,Female,Married,Post-Graduate,2,4,12,51988,2,-1,Consultancy,2,2,1,5,5,4,9,5,8,1,2,Product Manager,Yes,Direction,Strategy 
20449,Male,Single,Graduate,2,3,6,81928,2,0,Product Management,3,7,1,2,5,1,17,3,10,4,2,VP,Yes,Direction,Strategy 
20450,Male,Married,Post-Graduate,1,3,13,46894,2,0,Training,2,0,2,2,5,4,17,5,8,1,5,Senior Developer,Yes,Direction,Strategy 
20451,Male,Married,Post-Graduate,3,4,9,84096,3,1,Testing,3,4,1,5,2,4,18,4,9,2,4,Product Owner,No,,
20452,Female,Divorced,Graduate,4,4,6,77971,2,1,Public Relations,3,7,3,2,3,1,20,5,9,4,3,Product Owner,No,,
20453,Male,Married,Graduate,4,3,6,91622,2,-2,Development,3,2,4,2,2,1,12,5,9,2,2,Product Owner,Yes,Direction,Strategy 
20454,Female,Married,Post-Graduate,2,4,17,58210,2,0,DevOps,3,0,3,3,3,4,8,5,7,1,3,Senior Developer,Yes,Direction,Strategy 
20455,Male,Married,Graduate,3,5,7,78909,3,-2,People Management,3,5,5,4,2,3,20,8,11,4,3,Product Owner,No,,
20456,Male,Married,Graduate,2,4,11,59711,2,-2,Product Management,3,2,5,4,3,1,18,7,10,3,5,Product Manager,No,,
20457,Male,Divorced,Graduate,3,4,9,81573,2,0,Public Relations,3,7,4,2,3,3,13,6,10,2,2,Product Owner,Yes,Direction,Strategy 
20458,Female,Married,Graduate,2,4,16,52332,2,-1,DevOps,3,2,2,3,4,1,17,3,6,1,5,Senior Developer,No,,
20459,Female,Single,Graduate,3,5,18,62747,2,0,Sales,2,1,2,2,4,4,20,5,8,4,4,Senior Developer,Yes,Direction,Strategy 
20460,Male,Married,Post-Graduate,3,5,7,76404,2,1,Sales,3,3,3,3,3,1,20,4,11,2,1,Product Owner,Yes,Direction,Strategy 
20461,Male,Married,Post-Graduate,4,4,6,90707,2,-1,Product Management,3,7,2,5,2,4,18,9,11,2,4,VP,Yes,Direction,Strategy 
20462,Male,Married,Doctorate,4,4,12,55284,2,0,Testing,3,0,1,3,3,2,13,5,6,4,2,Senior Developer,Yes,Direction,Strategy 
20463,Male,Married,Doctorate,4,3,10,46365,2,1,HR,3,2,2,1,1,2,8,5,8,1,1,Product Manager,No,,
20464,Male,Married,Graduate,1,4,17,45471,2,-2,Consultancy,2,2,1,5,2,4,19,3,6,1,2,Senior Developer,Yes,Direction,Strategy 
20465,Female,Married,Post-Graduate,3,3,12,50470,2,-2,Public Relations,2,0,3,4,4,4,9,4,5,4,3,Senior Developer,No,,
20466,Male,Married,Graduate,3,5,7,88002,3,-1,Public Relations,3,2,3,2,5,1,15,5,9,4,3,Product Owner,Yes,Direction,Strategy 
20467,Male,Married,Doctorate,1,4,18,62613,2,-1,HR,3,3,2,1,3,4,15,4,6,2,4,Senior Developer,Yes,Direction,Strategy 
20468,Female,Married,Graduate,4,3,7,89499,2,1,People Management,3,9,6,5,4,1,19,10,13,3,1,VP,No,,
20469,Male,Married,Post-Graduate,2,4,9,83260,3,0,People Management,3,2,0,3,4,1,9,6,9,1,2,Product Owner,No,,
20470,Female,Single,Post-Graduate,1,3,7,88571,2,-2,DevOps,3,5,2,1,1,2,17,6,13,4,5,VP,Yes,Direction,Strategy 
20471,Female,Single,Post-Graduate,3,3,15,56909,2,0,Testing,3,2,2,3,4,4,15,4,7,4,5,Senior Developer,Yes,Direction,Strategy 
20472,Female,Married,Post-Graduate,3,4,16,63263,2,-1,DevOps,2,3,3,3,1,3,15,5,7,2,2,Senior Developer,Yes,Direction,Strategy 
20473,Male,Married,Graduate,1,5,8,87947,2,0,Development,3,8,5,2,2,3,18,6,14,3,2,VP,Yes,Direction,Strategy 
